   3   90   24   3     ! kAE, kLc, kmlt, kLat
 AE [nT]     L       MLT        Lat [0,10] LBC Bw [pT]       Lat [10,20] LBC Bw [pT]       Lat [20,30] LBC Bw [pT]
   0 100  9.35         1                 9.8355169e+00                 1.1369154e+00                 0.0000000e+00
   0 100  9.35         2                 1.1755816e+01                 1.5657558e+00                 0.0000000e+00
   0 100  9.35         3                 3.0476357e+01                 5.5551262e+00                 0.0000000e+00
   0 100  9.35         4                 1.8496036e+01                 1.0094160e+01                 0.0000000e+00
   0 100  9.35         5                 2.9612415e+01                 6.4256570e+00                 2.1045159e+00
   0 100  9.35         6                 2.1195208e+01                 1.1289278e+01                 1.9150553e+00
   0 100  9.35         7                 2.0061790e+01                 1.3787767e+01                 0.0000000e+00
   0 100  9.35         8                 1.9948626e+01                 1.0034453e+01                 5.1133944e+00
   0 100  9.35         9                 1.3718156e+01                 1.7257677e+01                 4.3782196e+00
   0 100  9.35        10                 1.0141735e+01                 1.2393393e+01                 2.1814506e+00
   0 100  9.35        11                 1.1823924e+01                 9.8491374e+00                 0.0000000e+00
   0 100  9.35        12                 1.1061646e+01                 9.5364205e+00                 0.0000000e+00
   0 100  9.35        13                 1.1317146e+01                 4.1199500e+00                 0.0000000e+00
   0 100  9.35        14                 8.0041400e+00                 5.6407441e+00                 0.0000000e+00
   0 100  9.35        15                 6.1181195e+00                 2.7711821e+00                 0.0000000e+00
   0 100  9.35        16                 7.5707983e+00                 7.6555044e+00                 0.0000000e+00
   0 100  9.35        17                 1.0946808e+01                 6.9061738e+00                 0.0000000e+00
   0 100  9.35        18                 4.4449702e+00                 2.8021508e+00                 0.0000000e+00
   0 100  9.35        19                 1.0087052e+01                 6.5003676e+00                 0.0000000e+00
   0 100  9.35        20                 4.4539788e+00                 1.8252881e+00                 0.0000000e+00
   0 100  9.35        21                 9.2055787e+00                 2.7326225e+00                 0.0000000e+00
   0 100  9.35        22                 7.8749571e+00                 1.6130742e+00                 0.0000000e+00
   0 100  9.35        23                 9.0535539e+00                 1.6667641e+00                 0.0000000e+00
   0 100  9.45         0                 4.3553960e+00                 1.0739989e+00                 0.0000000e+00
   0 100  9.45         1                 6.7082056e+00                 1.1366362e+00                 0.0000000e+00
   0 100  9.45         2                 9.7164177e+00                 2.5705649e+00                 0.0000000e+00
   0 100  9.45         3                 2.0993219e+01                 2.4722878e+00                 0.0000000e+00
   0 100  9.45         4                 1.7941831e+01                 9.3958483e+00                 0.0000000e+00
   0 100  9.45         5                 2.9612541e+01                 7.5860666e+00                 1.5501541e+00
   0 100  9.45         6                 2.5453422e+01                 1.2140869e+01                 0.0000000e+00
   0 100  9.45         7                 1.6911744e+01                 1.1178584e+01                 0.0000000e+00
   0 100  9.45         8                 1.5360475e+01                 6.3380961e+00                 2.9143574e+00
   0 100  9.45         9                 1.3747914e+01                 1.0841090e+01                 7.1682937e+00
   0 100  9.45        10                 9.4293896e+00                 8.2257995e+00                 2.4089117e+00
   0 100  9.45        11                 9.2010864e+00                 8.2022067e+00                 0.0000000e+00
   0 100  9.45        12                 8.2466887e+00                 8.4654775e+00                 0.0000000e+00
   0 100  9.45        13                 8.2182531e+00                 3.5744099e+00                 0.0000000e+00
   0 100  9.45        14                 7.6181538e+00                 7.4847986e+00                 0.0000000e+00
   0 100  9.45        15                 6.6367678e+00                 3.8345850e+00                 0.0000000e+00
   0 100  9.45        16                 5.9640398e+00                 4.2110139e+00                 0.0000000e+00
   0 100  9.45        17                 1.2777508e+01                 6.1708352e+00                 0.0000000e+00
   0 100  9.45        18                 6.7035992e+00                 3.9118560e+00                 0.0000000e+00
   0 100  9.45        19                 9.6641965e+00                 2.8677368e+00                 0.0000000e+00
   0 100  9.45        20                 5.6057788e+00                 1.8693981e+00                 0.0000000e+00
   0 100  9.45        21                 9.1615478e+00                 1.2414146e+00                 0.0000000e+00
   0 100  9.45        22                 1.1374963e+01                 1.4994860e+00                 0.0000000e+00
   0 100  9.45        23                 7.4717744e+00                 1.3258392e+00                 0.0000000e+00
   0 100  9.55         0                 4.1415607e+00                 1.9457340e+00                 0.0000000e+00
   0 100  9.55         1                 4.0608385e+00                 9.0351627e-01                 0.0000000e+00
   0 100  9.55         2                 1.5318240e+01                 1.6809373e+00                 0.0000000e+00
   0 100  9.55         3                 1.6588746e+01                 2.2612538e+00                 0.0000000e+00
   0 100  9.55         4                 1.8735070e+01                 1.0153286e+01                 0.0000000e+00
   0 100  9.55         5                 2.5983016e+01                 1.1206238e+01                 0.0000000e+00
   0 100  9.55         6                 2.9341026e+01                 1.1063335e+01                 0.0000000e+00
   0 100  9.55         7                 1.4079165e+01                 1.0712390e+01                 0.0000000e+00
   0 100  9.55         8                 1.5857285e+01                 6.5721361e+00                 0.0000000e+00
   0 100  9.55         9                 1.1499518e+01                 6.7261968e+00                 5.0972424e+00
   0 100  9.55        10                 8.3654888e+00                 8.8662254e+00                 2.7432671e+00
   0 100  9.55        11                 1.1352116e+01                 7.1622896e+00                 0.0000000e+00
   0 100  9.55        12                 6.5528805e+00                 6.8124408e+00                 0.0000000e+00
   0 100  9.55        13                 8.8051614e+00                 3.3553586e+00                 0.0000000e+00
   0 100  9.55        14                 7.0708494e+00                 9.1410354e+00                 0.0000000e+00
   0 100  9.55        15                 2.8380275e+00                 2.1033456e+00                 0.0000000e+00
   0 100  9.55        16                 4.8102628e+00                 9.3937479e+00                 0.0000000e+00
   0 100  9.55        17                 9.3055468e+00                 7.6150884e+00                 0.0000000e+00
   0 100  9.55        18                 6.2521017e+00                 5.6439730e+00                 0.0000000e+00
   0 100  9.55        19                 1.1947937e+01                 2.0512936e+00                 0.0000000e+00
   0 100  9.55        20                 6.2999063e+00                 1.7453125e+00                 0.0000000e+00
   0 100  9.55        21                 8.6291124e+00                 9.0455499e-01                 0.0000000e+00
   0 100  9.55        22                 3.0686455e+00                 1.8985703e+00                 0.0000000e+00
   0 100  9.55        23                 6.3482610e+00                 1.8055964e+00                 0.0000000e+00
   0 100  9.65         0                 5.2948524e+00                 9.4061814e-01                 0.0000000e+00
   0 100  9.65         1                 2.3733977e+00                 9.5811502e-01                 0.0000000e+00
   0 100  9.65         2                 7.6067268e+00                 2.4355768e+00                 0.0000000e+00
   0 100  9.65         3                 2.7684755e+01                 1.1280098e+00                 0.0000000e+00
   0 100  9.65         4                 2.2494385e+01                 6.1572933e+00                 0.0000000e+00
   0 100  9.65         5                 2.7576396e+01                 1.1336912e+01                 0.0000000e+00
   0 100  9.65         6                 2.8659132e+01                 1.3312022e+01                 0.0000000e+00
   0 100  9.65         7                 1.5841116e+01                 9.9284563e+00                 0.0000000e+00
   0 100  9.65         8                 8.6012179e+00                 6.2592799e+00                 0.0000000e+00
   0 100  9.65         9                 1.3003106e+01                 7.2973944e+00                 2.3926068e+00
   0 100  9.65        10                 1.1629538e+01                 8.6817516e+00                 2.2631283e+00
   0 100  9.65        11                 4.5720081e+00                 2.0254707e+00                 0.0000000e+00
   0 100  9.65        12                 5.9573219e+00                 1.3763974e+01                 0.0000000e+00
   0 100  9.65        13                 8.0633543e+00                 4.7928887e+00                 0.0000000e+00
   0 100  9.65        14                 8.4278982e+00                 4.4385768e+00                 0.0000000e+00
   0 100  9.65        15                 2.8129374e+00                 3.0068245e+00                 0.0000000e+00
   0 100  9.65        16                 5.1821724e+00                 3.6840290e+00                 0.0000000e+00
   0 100  9.65        17                 1.0079256e+01                 5.8519811e+00                 0.0000000e+00
   0 100  9.65        18                 5.8219370e+00                 4.4376642e+00                 0.0000000e+00
   0 100  9.65        19                 4.5036671e+00                 2.2069922e+00                 0.0000000e+00
   0 100  9.65        20                 4.9464668e+00                 3.1020367e+00                 0.0000000e+00
   0 100  9.65        21                 1.3808276e+01                 8.0430373e-01                 0.0000000e+00
   0 100  9.65        22                 3.0752800e+00                 1.8195386e+00                 0.0000000e+00
   0 100  9.65        23                 7.1357454e+00                 1.8582048e+00                 0.0000000e+00
   0 100  9.75         0                 1.3520834e+00                 9.5505562e-01                 0.0000000e+00
   0 100  9.75         1                 2.6485263e+00                 1.1041144e+00                 0.0000000e+00
   0 100  9.75         2                 3.1356420e+01                 1.6740288e+00                 0.0000000e+00
   0 100  9.75         3                 2.6650532e+01                 8.6408552e-01                 0.0000000e+00
   0 100  9.75         4                 1.3826765e+01                 2.2226686e+00                 0.0000000e+00
   0 100  9.75         5                 3.6276764e+01                 5.7981042e+00                 0.0000000e+00
   0 100  9.75         6                 3.0820776e+01                 1.5140180e+01                 0.0000000e+00
   0 100  9.75         7                 1.5722920e+01                 6.7424906e+00                 0.0000000e+00
   0 100  9.75         8                 6.3353522e+00                 5.2927470e+00                 0.0000000e+00
   0 100  9.75         9                 9.6894234e+00                 6.8279872e+00                 2.6910793e+00
   0 100  9.75        10                 1.5162545e+01                 9.9327566e+00                 2.7445394e+00
   0 100  9.75        11                 4.6756463e-01                 0.0000000e+00                 0.0000000e+00
   0 100  9.75        12                 5.5585519e-01                 7.5055666e+00                 0.0000000e+00
   0 100  9.75        13                 4.6674065e+00                 1.5430934e+00                 0.0000000e+00
   0 100  9.75        14                 5.9958674e+00                 3.5219384e+00                 0.0000000e+00
   0 100  9.75        15                 3.4107061e+00                 3.2527594e+00                 0.0000000e+00
   0 100  9.75        16                 6.1133343e+00                 4.0142505e+00                 0.0000000e+00
   0 100  9.75        17                 1.0912837e+01                 9.4882871e+00                 0.0000000e+00
   0 100  9.75        18                 5.5223758e+00                 3.6317436e+00                 0.0000000e+00
   0 100  9.75        19                 5.3265585e+00                 2.4635564e+00                 0.0000000e+00
   0 100  9.75        20                 2.5665665e+00                 7.3546329e-01                 0.0000000e+00
   0 100  9.75        21                 4.4916349e+00                 8.6689601e-01                 0.0000000e+00
   0 100  9.75        22                 3.3725388e+00                 2.1464551e+00                 0.0000000e+00
   0 100  9.75        23                 3.7820112e+00                 1.6080131e+00                 0.0000000e+00
   0 100  9.85         0                 1.2145884e+00                 8.4108563e-01                 0.0000000e+00
   0 100  9.85         1                 1.2955533e+00                 1.1787439e+00                 0.0000000e+00
   0 100  9.85         2                 2.8501532e+01                 1.5909670e+00                 0.0000000e+00
   0 100  9.85         3                 1.3681601e+01                 5.8694658e-01                 0.0000000e+00
   0 100  9.85         4                 1.3375335e+01                 7.8764693e+00                 0.0000000e+00
   0 100  9.85         5                 3.1875581e+01                 1.3495143e+01                 0.0000000e+00
   0 100  9.85         6                 3.4458845e+01                 1.1309647e+01                 0.0000000e+00
   0 100  9.85         7                 4.9710209e+00                 5.8909703e+00                 0.0000000e+00
   0 100  9.85         8                 6.2143621e+00                 3.9465736e+00                 4.0581647e+00
   0 100  9.85         9                 6.0877692e+00                 7.5665806e+00                 2.2182339e+00
   0 100  9.85        10                 5.3404900e+00                 1.4565220e+00                 7.3972686e+00
   0 100  9.85        11                 4.5321994e-01                 2.6999998e-01                 0.0000000e+00
   0 100  9.85        12                 0.0000000e+00                 2.0870539e+00                 0.0000000e+00
   0 100  9.85        13                 2.4553683e+00                 8.3925563e-01                 0.0000000e+00
   0 100  9.85        14                 2.7744554e+00                 2.5848307e+00                 0.0000000e+00
   0 100  9.85        15                 4.4942324e+00                 3.6433244e+00                 0.0000000e+00
   0 100  9.85        16                 7.6534605e+00                 4.6912112e+00                 0.0000000e+00
   0 100  9.85        17                 9.8014465e+00                 7.1793119e+00                 0.0000000e+00
   0 100  9.85        18                 7.6712419e+00                 4.7429868e+00                 0.0000000e+00
   0 100  9.85        19                 9.7299199e+00                 7.8888764e-01                 0.0000000e+00
   0 100  9.85        20                 1.6065724e+00                 6.7326164e-01                 0.0000000e+00
   0 100  9.85        21                 1.6266120e+00                 8.9833652e-01                 0.0000000e+00
   0 100  9.85        22                 1.4219529e+00                 9.2224029e-01                 0.0000000e+00
   0 100  9.85        23                 2.1462816e+00                 7.7401146e-01                 0.0000000e+00
   0 100  9.95         0                 1.3166308e+00                 7.5613739e-01                 0.0000000e+00
   0 100  9.95         1                 1.1558871e+00                 4.4263417e-01                 0.0000000e+00
   0 100  9.95         2                 1.6669308e+00                 3.8727665e+00                 0.0000000e+00
   0 100  9.95         3                 6.0635632e+00                 4.8457458e-01                 0.0000000e+00
   0 100  9.95         4                 1.1893600e+01                 7.4064923e-01                 0.0000000e+00
   0 100  9.95         5                 3.2811437e+01                 1.1188384e+01                 0.0000000e+00
   0 100  9.95         6                 2.8143016e+01                 1.6786373e+01                 0.0000000e+00
   0 100  9.95         7                 4.6305111e+00                 1.2603708e+01                 0.0000000e+00
   0 100  9.95         8                 3.5631124e+00                 0.0000000e+00                 0.0000000e+00
   0 100  9.95         9                 0.0000000e+00                 0.0000000e+00                 1.9422265e+00
   0 100  9.95        10                 2.8809777e+00                 0.0000000e+00                 3.5604388e+00
   0 100  9.95        11                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
   0 100  9.95        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
   0 100  9.95        13                 0.0000000e+00                 5.4454680e-01                 0.0000000e+00
   0 100  9.95        14                 3.0590822e+00                 5.4409327e-01                 0.0000000e+00
   0 100  9.95        15                 3.6017414e+00                 3.1894251e+00                 0.0000000e+00
   0 100  9.95        16                 6.2129200e+00                 4.9477635e+00                 0.0000000e+00
   0 100  9.95        17                 5.2467578e+00                 5.5694837e+00                 0.0000000e+00
   0 100  9.95        18                 2.4143788e+00                 3.2077729e+00                 0.0000000e+00
   0 100  9.95        19                 1.2634018e+01                 1.0161878e+00                 0.0000000e+00
   0 100  9.95        20                 1.5874980e+00                 6.3677899e-01                 0.0000000e+00
   0 100  9.95        21                 6.5449770e+00                 8.6304049e-01                 0.0000000e+00
   0 100  9.95        22                 1.6990668e+00                 1.1368631e+00                 0.0000000e+00
   0 100  9.95        23                 1.4639814e+00                 7.8700778e-01                 0.0000000e+00
 100 500  1.05         0                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         1                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         4                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         8                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05         9                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        10                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        11                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        21                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        22                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.05        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         0                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         1                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         4                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         8                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15         9                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        10                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        11                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        21                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        22                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.15        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         0                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         1                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         4                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         8                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25         9                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        10                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        11                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        21                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        22                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.25        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         0                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         1                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         4                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         8                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35         9                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        10                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        11                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        21                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        22                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.35        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         0                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         1                 3.9958561e-02                 2.9291301e-01                 0.0000000e+00
 100 500  1.45         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         4                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         8                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45         9                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        10                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        11                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        21                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        22                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.45        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         0                 0.0000000e+00                 9.7554218e-02                 0.0000000e+00
 100 500  1.55         1                 1.0415779e-01                 1.3121031e-01                 0.0000000e+00
 100 500  1.55         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         4                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         8                 7.5925533e-03                 0.0000000e+00                 0.0000000e+00
 100 500  1.55         9                 4.0481075e-02                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        10                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        11                 1.1647044e-02                 2.1392573e-03                 0.0000000e+00
 100 500  1.55        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        21                 8.4709288e-02                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        22                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.55        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         0                 0.0000000e+00                 1.0475771e-01                 0.0000000e+00
 100 500  1.65         1                 1.2090790e-01                 1.6424539e-01                 0.0000000e+00
 100 500  1.65         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         3                 9.1922625e-02                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         4                 0.0000000e+00                 1.2112818e-01                 0.0000000e+00
 100 500  1.65         5                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         6                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         7                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         8                 8.7451722e-03                 0.0000000e+00                 0.0000000e+00
 100 500  1.65         9                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        10                 7.0564620e-02                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        11                 2.2285655e-02                 7.1856427e-02                 0.0000000e+00
 100 500  1.65        12                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        13                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        14                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        15                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        16                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        17                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        18                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        19                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        20                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        21                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        22                 1.9528839e-01                 0.0000000e+00                 0.0000000e+00
 100 500  1.65        23                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.75         0                 0.0000000e+00                 3.3788089e-01                 0.0000000e+00
 100 500  1.75         1                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.75         2                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
 100 500  1.75         3                 0.0000000e+00                 0.0000000e+00                 0.0000000e+00
